Identifier,Label,Status,Description,Created,Modified,History notes,Type,Parent identifiers,Parent labels,Level 1,Level 2,Mapping type,Mapped identifier,Mapped label,Mapped status,Mapped type,IsLive,IsMappedLive
42,Administration and Government,Live,,2013-04-03,2013-04-03,,Function,,,,,,,,,,1,0
44,Asylum and immigration,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,650,Accommodation certificates,Live,Service,1,1
44,Asylum and immigration,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,77,Asylum seekers and refugee support,Live,Service,1,1
44,Asylum and immigration,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,852,Citizenship ceremonies,Live,Service,1,1
44,Asylum and immigration,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,915,Nationality checking,Live,Service,1,1
46,Communications and publicity,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,853,Accessibility of Web sites,Live,Service,1,1
46,Communications and publicity,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,1555,Civic events,Live,Service,1,1
46,Communications and publicity,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,1412,Community noticeboards,Live,Service,1,1
46,Communications and publicity,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,822,Media and publicity protocols,Live,Service,1,1
46,Communications and publicity,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,359,News and information releases,Live,Service,1,1
46,Communications and publicity,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,659,Publications,Live,Service,1,1
47,Complaints and compliments,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,370,Change of circumstances,Live,Service,1,1
47,Complaints and compliments,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,645,Complaints advocacy,Live,Service,1,1
47,Complaints and compliments,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,353,Complaints procedure,Live,Service,1,1
47,Complaints and compliments,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,1536,Customer feedback and suggestions,Live,Service,1,1
47,Complaints and compliments,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,653,Customer satisfaction surveys,Live,Service,1,1
48,Consultations,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,366,Community engagement,Live,Service,1,1
48,Consultations,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,1306,Petitions,Live,Service,1,1
48,Consultations,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,867,Service delivery consultation,Live,Service,1,1
48,Consultations,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,658,Spending plans consultation,Live,Service,1,1
49,Data protection and freedom of information,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,826,Data Protection,Live,Service,1,1
49,Data protection and freedom of information,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,722,Freedom of Information,Live,Service,1,1
49,Data protection and freedom of information,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,1088,Re-use of public sector information,Live,Service,1,1
53,Policy and performance,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,720,Community strategy,Live,Service,1,1
53,Policy and performance,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,1465,Council  expenditure,Live,Service,1,1
53,Policy and performance,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,1574,Councillors allowances and expenses,Live,Service,1,1
53,Policy and performance,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,1702,Members and officers code of conduct,Live,Service,1,1
53,Policy and performance,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,1577,Open data publication,Live,Service,1,1
53,Policy and performance,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,725,Performance measurement and reporting,Live,Service,1,1
53,Policy and performance,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,1584,Transparency of accounts,Live,Service,1,1
53,Policy and performance,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,1573,Transparency of senior salaries,Live,Service,1,1
53,Policy and performance,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,1288,Value for money,Live,Service,1,1
54,Registration,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,320,Birth certificate amendments,Live,Service,1,1
54,Registration,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,319,Birth registration,Live,Service,1,1
54,Registration,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,663,Copy certificates,Live,Service,1,1
54,Registration,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,321,Death registration,Live,Service,1,1
54,Registration,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,335,Funeral records,Live,Service,1,1
54,Registration,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,323,Historical record searches,Live,Service,1,1
54,Registration,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,1716,Marriage or civil partnership registration,Live,Service,1,1
54,Registration,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,874,Marriage renewal,Live,Service,1,1
54,Registration,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,873,Naming ceremonies,Live,Service,1,1
54,Registration,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,876,Notice of marriage or civil partnership,Live,Service,1,1
54,Registration,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,322,Stillbirth registration,Live,Service,1,1
54,Registration,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,317,Wedding venues,Live,Service,1,1
54,Registration,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,324,Death - historical searches,Discontinued,Service,1,0
54,Registration,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,698,Marriage - historical searches,Discontinued,Service,1,0
55,Statistics and census information,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,367,Census information,Live,Service,1,1
55,Statistics and census information,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,916,Economic information and analysis,Live,Service,1,1
56,Taxation,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,58,Council tax account enquiries,Live,Service,1,1
56,Taxation,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,57,Council tax annual notification,Live,Service,1,1
56,Taxation,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,1763,Council tax appeals,Live,Service,1,1
56,Taxation,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,61,Council tax band reductions,Live,Service,1,1
56,Taxation,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,59,Council tax discount,Live,Service,1,1
56,Taxation,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,60,Council tax exemptions,Live,Service,1,1
57,Volunteering and voluntary organisations,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,1822,Emergency volunteering certificate,Live,Service,1,1
57,Volunteering and voluntary organisations,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,1150,Local Involvement Network (LINk),Live,Service,1,1
57,Volunteering and voluntary organisations,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,1113,Volunteering,Live,Service,1,1
57,Volunteering and voluntary organisations,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,919,Youth leadership training,Live,Service,1,1
57,Volunteering and voluntary organisations,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,contains,629,Youth project volunteering,Live,Service,1,1
43,Accessing and updating personal information,Discontinued,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,,,,,,0,0
45,Commercial activities,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,,,,,,1,0
144,Goods and services,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,45,Commercial activities,Administration and Government,Commercial activities,contains,1046,Calibration and testing,Live,Service,1,1
144,Goods and services,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,45,Commercial activities,Administration and Government,Commercial activities,contains,883,"Catering, sales and vending",Live,Service,1,1
144,Goods and services,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,45,Commercial activities,Administration and Government,Commercial activities,contains,373,"Conference, hall and meeting room hire",Live,Service,1,1
144,Goods and services,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,45,Commercial activities,Administration and Government,Commercial activities,contains,821,Estates management,Live,Service,1,1
144,Goods and services,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,45,Commercial activities,Administration and Government,Commercial activities,contains,882,Festive decorations,Live,Service,1,1
144,Goods and services,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,45,Commercial activities,Administration and Government,Commercial activities,contains,869,MOT testing,Live,Service,1,1
144,Goods and services,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,45,Commercial activities,Administration and Government,Commercial activities,contains,827,Sale of gifts and publications,Live,Service,1,1
145,Procurement,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,45,Commercial activities,Administration and Government,Commercial activities,contains,369,Approved suppliers,Live,Service,1,1
145,Procurement,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,45,Commercial activities,Administration and Government,Commercial activities,contains,828,Contracts lists,Live,Service,1,1
145,Procurement,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,45,Commercial activities,Administration and Government,Commercial activities,contains,829,Contracts management,Live,Service,1,1
145,Procurement,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,45,Commercial activities,Administration and Government,Commercial activities,contains,830,Procurement policy,Live,Service,1,1
50,Democracy,Live,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,,,,,,1,0
146,Democratic services,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,50,Democracy,Administration and Government,Democracy,contains,1390,Byelaws and regulations,Live,Service,1,1
146,Democratic services,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,50,Democracy,Administration and Government,Democracy,contains,1045,Civic recognition and awards,Live,Service,1,1
146,Democratic services,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,50,Democracy,Administration and Government,Democracy,contains,719,Community assemblies and committees,Live,Service,1,1
146,Democratic services,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,50,Democracy,Administration and Government,Democracy,contains,1291,Constitution,Live,Service,1,1
146,Democratic services,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,50,Democracy,Administration and Government,Democracy,contains,721,Election results,Live,Service,1,1
146,Democratic services,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,50,Democracy,Administration and Government,Democracy,contains,1679,Electoral areas,Live,Service,1,1
146,Democratic services,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,50,Democracy,Administration and Government,Democracy,contains,365,Electoral nominations,Live,Service,1,1
146,Democratic services,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,50,Democracy,Administration and Government,Democracy,contains,364,Electoral register,Live,Service,1,1
146,Democratic services,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,50,Democracy,Administration and Government,Democracy,contains,861,Equality and diversity,Live,Service,1,1
146,Democratic services,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,50,Democracy,Administration and Government,Democracy,contains,1651,Lord Lieutenant,Live,Service,1,1
146,Democratic services,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,50,Democracy,Administration and Government,Democracy,contains,354,"Minutes, agendas and reports",Live,Service,1,1
146,Democratic services,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,50,Democracy,Administration and Government,Democracy,contains,1013,Postal voting,Live,Service,1,1
146,Democratic services,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,50,Democracy,Administration and Government,Democracy,contains,361,Proxy voting,Live,Service,1,1
146,Democratic services,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,50,Democracy,Administration and Government,Democracy,contains,724,Referenda,Live,Service,1,1
146,Democratic services,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,50,Democracy,Administration and Government,Democracy,contains,362,Voting,Live,Service,1,1
147,Elected members,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,50,Democracy,Administration and Government,Democracy,contains,1703,Councillor casual vacancies,Live,Service,1,1
147,Elected members,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,50,Democracy,Administration and Government,Democracy,contains,355,Councillors declaration of interest,Live,Service,1,1
147,Elected members,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,50,Democracy,Administration and Government,Democracy,contains,358,Councillors directory,Live,Service,1,1
147,Elected members,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,50,Democracy,Administration and Government,Democracy,contains,357,Councillors surgeries,Live,Service,1,1
147,Elected members,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,50,Democracy,Administration and Government,Democracy,contains,1701,Mayoral elections,Live,Service,1,1
147,Elected members,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,50,Democracy,Administration and Government,Democracy,contains,360,Mayoral invitations,Live,Service,1,1
147,Elected members,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,50,Democracy,Administration and Government,Democracy,contains,687,Members of Parliament,Live,Service,1,1
147,Elected members,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,50,Democracy,Administration and Government,Democracy,contains,723,Parish/town council and councillors,Live,Service,1,1
51,Equality and diversity,Discontinued,,2013-04-03,2013-04-03,,Function,42,Administration and Government,Administration and Government,,,,,,,0,0
52,Internal operation,Live,,2013-03-04,2013-04-03,Renamed from 'Municipal operation' in March 2016 review,Function,42,Administration and Government,Administration and Government,,,,,,,1,0
114,Corporate management,Live,,2015-03-17,2015-03-17,,Function,52,Internal operation,Administration and Government,Internal operation,contains,1413,Civic buildings,Live,Service,1,1
114,Corporate management,Live,,2015-03-17,2015-03-17,,Function,52,Internal operation,Administration and Government,Internal operation,contains,1137,Civic liability,Live,Service,1,1
114,Corporate management,Live,,2015-03-17,2015-03-17,,Function,52,Internal operation,Administration and Government,Internal operation,contains,662,Town twinning,Live,Service,1,1
116,Finance,Live,,2015-03-17,2015-03-17,,Function,52,Internal operation,Administration and Government,Internal operation,contains,726,Benefit fraud,Live,Service,1,1
119,Human resources,Live,,2015-03-17,2015-03-17,,Function,52,Internal operation,Administration and Government,Internal operation,contains,863,Vetting of contract and supplier staff,Live,Service,1,1
115,Democratic services,Live,,2015-03-17,2015-03-17,,Function,52,Internal operation,Administration and Government,Internal operation,,,,,,1,0
118,Facilities,Live,,2015-03-17,2015-03-17,,Function,52,Internal operation,Administration and Government,Internal operation,,,,,,1,0
120,Information communication technology,Live,,2015-03-17,2015-03-17,,Function,52,Internal operation,Administration and Government,Internal operation,,,,,,1,0
117,Legal,Live,,2015-03-17,2015-03-17,,Function,52,Internal operation,Administration and Government,Internal operation,,,,,,1,0
1,Advice and benefits,Live,,2013-04-03,2013-04-03,,Function,,,,,,,,,,1,0
2,Advice and welfare rights,Live,,2013-04-03,2013-04-03,,Function,1,Advice and benefits,Advice and benefits,,contains,190,Benefits advice and assessment,Live,Service,1,1
2,Advice and welfare rights,Live,,2013-04-03,2013-04-03,,Function,1,Advice and benefits,Advice and benefits,,contains,328,Bereavement support,Live,Service,1,1
2,Advice and welfare rights,Live,,2013-04-03,2013-04-03,,Function,1,Advice and benefits,Advice and benefits,,contains,352,Credit unions,Live,Service,1,1
2,Advice and welfare rights,Live,,2013-04-03,2013-04-03,,Function,1,Advice and benefits,Advice and benefits,,contains,651,Debt counselling,Live,Service,1,1
2,Advice and welfare rights,Live,,2013-04-03,2013-04-03,,Function,1,Advice and benefits,Advice and benefits,,contains,1520,Debt enforcement,Live,Service,1,1
2,Advice and welfare rights,Live,,2013-04-03,2013-04-03,,Function,1,Advice and benefits,Advice and benefits,,contains,1818,Food banks,Live,Service,1,1
2,Advice and welfare rights,Live,,2013-04-03,2013-04-03,,Function,1,Advice and benefits,Advice and benefits,,contains,671,Funeral expenses payment,Live,Service,1,1
2,Advice and welfare rights,Live,,2013-04-03,2013-04-03,,Function,1,Advice and benefits,Advice and benefits,,contains,676,Legal advice,Live,Service,1,1
2,Advice and welfare rights,Live,,2013-04-03,2013-04-03,,Function,1,Advice and benefits,Advice and benefits,,contains,189,Welfare rights advice,Live,Service,1,1
2,Advice and welfare rights,Live,,2013-04-03,2013-04-03,,Function,1,Advice and benefits,Advice and benefits,,contains,688,Witness support,Discontinued,Service,1,0
3,Benefits,Live,,2013-04-03,2013-04-03,,Function,1,Advice and benefits,Advice and benefits,,,,,,,1,0
122,Carer and disability benefits,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,3,Benefits,Advice and benefits,Benefits,contains,137,Disabled facilities grant,Live,Service,1,1
122,Carer and disability benefits,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,3,Benefits,Advice and benefits,Benefits,contains,1534,Employment and support allowance,Live,Service,1,1
123,Family benefits,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,3,Benefits,Advice and benefits,Benefits,contains,4,Free school meals,Live,Service,1,1
123,Family benefits,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,3,Benefits,Advice and benefits,Benefits,contains,50,Nursery education grant,Live,Service,1,1
123,Family benefits,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,3,Benefits,Advice and benefits,Benefits,contains,2,School clothing grants/vouchers,Live,Service,1,1
123,Family benefits,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,3,Benefits,Advice and benefits,Benefits,contains,3,School transport - additional support,Discontinued,Service,1,0
124,Heating and housing benefits,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,3,Benefits,Advice and benefits,Benefits,contains,143,Decoration and disturbance allowances,Live,Service,1,1
124,Heating and housing benefits,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,3,Benefits,Advice and benefits,Benefits,contains,832,Going into hospital,Live,Service,1,1
124,Heating and housing benefits,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,3,Benefits,Advice and benefits,Benefits,contains,158,Home purchase grants,Live,Service,1,1
124,Heating and housing benefits,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,3,Benefits,Advice and benefits,Benefits,contains,136,Home repair assistance grant,Live,Service,1,1
124,Heating and housing benefits,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,3,Benefits,Advice and benefits,Benefits,contains,72,Housing benefit appeals,Live,Service,1,1
124,Heating and housing benefits,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,3,Benefits,Advice and benefits,Benefits,contains,68,Housing benefit backdated claims,Live,Service,1,1
124,Heating and housing benefits,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,3,Benefits,Advice and benefits,Benefits,contains,70,Housing benefit current claim,Live,Service,1,1
124,Heating and housing benefits,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,3,Benefits,Advice and benefits,Benefits,contains,69,Housing benefit new claim,Live,Service,1,1
124,Heating and housing benefits,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,3,Benefits,Advice and benefits,Benefits,contains,71,Housing benefit overpayments,Live,Service,1,1
124,Heating and housing benefits,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,3,Benefits,Advice and benefits,Benefits,contains,73,Housing benefit renewal,Live,Service,1,1
124,Heating and housing benefits,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,3,Benefits,Advice and benefits,Benefits,contains,142,Overdue housing repairs discretionary allowance,Live,Service,1,1
124,Heating and housing benefits,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,3,Benefits,Advice and benefits,Benefits,contains,1055,Rent determination,Live,Service,1,1
125,Low income benefits,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,3,Benefits,Advice and benefits,Benefits,contains,1835,Exceptional Hardship Payment,Live,Service,1,1
125,Low income benefits,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,3,Benefits,Advice and benefits,Benefits,contains,1545,Jobseekers allowance,Live,Service,1,1
125,Low income benefits,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,3,Benefits,Advice and benefits,Benefits,contains,1829,Local Council Tax Reduction - appeals,Live,Service,1,1
125,Low income benefits,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,3,Benefits,Advice and benefits,Benefits,contains,1830,Local Council Tax Reduction - backdated claims,Live,Service,1,1
125,Low income benefits,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,3,Benefits,Advice and benefits,Benefits,contains,1831,Local Council Tax Reduction - current claim,Live,Service,1,1
125,Low income benefits,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,3,Benefits,Advice and benefits,Benefits,contains,1832,Local Council Tax Reduction - new claim,Live,Service,1,1
125,Low income benefits,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,3,Benefits,Advice and benefits,Benefits,contains,1833,Local Council Tax Reduction - overpayments,Live,Service,1,1
125,Low income benefits,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,3,Benefits,Advice and benefits,Benefits,contains,1834,Local Council Tax Reduction - renewal,Live,Service,1,1
125,Low income benefits,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,3,Benefits,Advice and benefits,Benefits,contains,1795,Local crisis payment,Live,Service,1,1
125,Low income benefits,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,3,Benefits,Advice and benefits,Benefits,contains,1652,Universal credit,Live,Service,1,1
125,Low income benefits,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,3,Benefits,Advice and benefits,Benefits,contains,65,Council tax benefit appeals,Discontinued,Service,1,0
125,Low income benefits,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,3,Benefits,Advice and benefits,Benefits,contains,62,Council tax benefit backdated claims,Discontinued,Service,1,0
125,Low income benefits,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,3,Benefits,Advice and benefits,Benefits,contains,64,Council tax benefit current claim,Discontinued,Service,1,0
125,Low income benefits,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,3,Benefits,Advice and benefits,Benefits,contains,63,Council tax benefit new claim,Discontinued,Service,1,0
125,Low income benefits,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,3,Benefits,Advice and benefits,Benefits,contains,66,Council tax benefit overpayments,Discontinued,Service,1,0
125,Low income benefits,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,3,Benefits,Advice and benefits,Benefits,contains,67,Council tax benefit renewal,Discontinued,Service,1,0
125,Low income benefits,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,3,Benefits,Advice and benefits,Benefits,contains,1360,Starting work benefits,Discontinued,Service,1,0
125,Low income benefits,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,3,Benefits,Advice and benefits,Benefits,contains,1826,Test and Trace Support Payment,Discontinued,Service,1,0
121,Death and benefits,Discontinued,,2016-09-12,2016-09-12,Added in March 2016 review,Function,3,Benefits,Advice and benefits,Benefits,,,,,,0,0
4,Community support,Discontinued,,2013-04-03,2013-04-03,,Function,1,Advice and benefits,Advice and benefits,,,,,,,0,0
5,Grants and aid,Live,,2013-04-03,2013-04-03,,Function,1,Advice and benefits,Advice and benefits,,,,,,,1,0
126,Community grants,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,5,Grants and aid,Advice and benefits,Grants and aid,contains,1402,Community equipment loans,Live,Service,1,1
126,Community grants,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,5,Grants and aid,Advice and benefits,Grants and aid,contains,755,Community facilities grants,Live,Service,1,1
126,Community grants,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,5,Grants and aid,Advice and benefits,Grants and aid,contains,871,Community grants,Live,Service,1,1
126,Community grants,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,5,Grants and aid,Advice and benefits,Grants and aid,contains,1159,Cultural grants,Live,Service,1,1
126,Community grants,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,5,Grants and aid,Advice and benefits,Grants and aid,contains,857,Financial assistance for housing associations,Live,Service,1,1
126,Community grants,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,5,Grants and aid,Advice and benefits,Grants and aid,contains,615,Grants and support for voluntary organisations,Live,Service,1,1
126,Community grants,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,5,Grants and aid,Advice and benefits,Grants and aid,contains,639,Sports grants,Live,Service,1,1
126,Community grants,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,5,Grants and aid,Advice and benefits,Grants and aid,contains,455,Sporting club grants,Discontinued,Service,1,0
127,Disabled facilities grants,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,5,Grants and aid,Advice and benefits,Grants and aid,contains,1056,Special provision capital fund,Live,Service,1,1
128,Grants for children and young people,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,5,Grants and aid,Advice and benefits,Grants and aid,contains,888,Early years grant,Live,Service,1,1
128,Grants for children and young people,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,5,Grants and aid,Advice and benefits,Grants and aid,contains,1155,Gifted and talented awards,Live,Service,1,1
128,Grants for children and young people,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,5,Grants and aid,Advice and benefits,Grants and aid,contains,1116,Youth Opportunity Fund,Live,Service,1,1
129,Housing grants,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,5,Grants and aid,Advice and benefits,Grants and aid,contains,1148,Discretionary housing payment,Live,Service,1,1
129,Housing grants,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,5,Grants and aid,Advice and benefits,Grants and aid,contains,858,Home improvement loans,Live,Service,1,1
129,Housing grants,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,5,Grants and aid,Advice and benefits,Grants and aid,contains,433,Home renovation grants,Live,Service,1,1
129,Housing grants,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,5,Grants and aid,Advice and benefits,Grants and aid,contains,1147,Local Housing Allowance,Live,Service,1,1
129,Housing grants,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,5,Grants and aid,Advice and benefits,Grants and aid,contains,1154,Private tenants rent assistance,Live,Service,1,1
129,Housing grants,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,5,Grants and aid,Advice and benefits,Grants and aid,contains,269,Warm homes healthy people,Live,Service,1,1
6,Business and employment,Live,,2013-04-03,2013-04-03,,Function,,,,,,,,,,1,0
7,Business advice and support,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,349,Advice to businesses and voluntary organisations,Live,Service,1,1
