Identifier,Label,Status,Description,Created,Modified,History notes,Type,Parent identifiers,Parent labels,Level 1,Level 2,Mapping type,Mapped identifier,Mapped label,Mapped status,Mapped type,IsLive,IsMappedLive
93,Waste and pollution,Live,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,378,Scrap metal site registration,Live,Service,1,1
93,Waste and pollution,Live,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,695,Skip operator licence,Live,Service,1,1
94,Water activities,Live,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,741,Boatman's licence,Live,Service,1,1
94,Water activities,Live,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,739,Pleasure boat licence,Live,Service,1,1
94,Water activities,Live,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,740,Self drive boats licence,Live,Service,1,1
86,Businesses and markets,Live,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,,,,,,1,0
163,Businesses,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,86,Businesses and markets,"Licences, permits and permissions",Businesses and markets,contains,681,Acupuncturist registration,Live,Service,1,1
163,Businesses,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,86,Businesses and markets,"Licences, permits and permissions",Businesses and markets,contains,379,Auction premises licence,Live,Service,1,1
163,Businesses,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,86,Businesses and markets,"Licences, permits and permissions",Businesses and markets,contains,743,Caravan site licence,Live,Service,1,1
163,Businesses,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,86,Businesses and markets,"Licences, permits and permissions",Businesses and markets,contains,1328,Dry cleaning permit,Live,Service,1,1
163,Businesses,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,86,Businesses and markets,"Licences, permits and permissions",Businesses and markets,contains,648,House to house collection licence,Live,Service,1,1
163,Businesses,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,86,Businesses and markets,"Licences, permits and permissions",Businesses and markets,contains,399,Illegal street trading,Live,Service,1,1
163,Businesses,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,86,Businesses and markets,"Licences, permits and permissions",Businesses and markets,contains,389,Massage and special treatment licence,Live,Service,1,1
163,Businesses,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,86,Businesses and markets,"Licences, permits and permissions",Businesses and markets,contains,1294,Massage and special treatments therapist registration,Live,Service,1,1
163,Businesses,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,86,Businesses and markets,"Licences, permits and permissions",Businesses and markets,contains,1717,Moveable dwelling site licence,Live,Service,1,1
163,Businesses,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,86,Businesses and markets,"Licences, permits and permissions",Businesses and markets,contains,1329,Petrol vapour recovery regulation,Live,Service,1,1
163,Businesses,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,86,Businesses and markets,"Licences, permits and permissions",Businesses and markets,contains,1038,Registering business premises,Live,Service,1,1
163,Businesses,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,86,Businesses and markets,"Licences, permits and permissions",Businesses and markets,contains,682,Second hand dealer registration,Live,Service,1,1
163,Businesses,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,86,Businesses and markets,"Licences, permits and permissions",Businesses and markets,contains,388,Sex establishment licence,Live,Service,1,1
163,Businesses,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,86,Businesses and markets,"Licences, permits and permissions",Businesses and markets,contains,1330,Solvent emissions regulation,Live,Service,1,1
163,Businesses,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,86,Businesses and markets,"Licences, permits and permissions",Businesses and markets,contains,647,Street collection licence,Live,Service,1,1
163,Businesses,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,86,Businesses and markets,"Licences, permits and permissions",Businesses and markets,contains,400,Street trading licence,Live,Service,1,1
163,Businesses,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,86,Businesses and markets,"Licences, permits and permissions",Businesses and markets,contains,678,Sunday trading notification,Live,Service,1,1
163,Businesses,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,86,Businesses and markets,"Licences, permits and permissions",Businesses and markets,contains,680,"Tattooist, piercing and electrolysis registration",Live,Service,1,1
164,Markets,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,86,Businesses and markets,"Licences, permits and permissions",Businesses and markets,contains,617,Farmers markets,Live,Service,1,1
164,Markets,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,86,Businesses and markets,"Licences, permits and permissions",Businesses and markets,contains,782,Local markets,Live,Service,1,1
164,Markets,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,86,Businesses and markets,"Licences, permits and permissions",Businesses and markets,contains,679,Market event licence,Live,Service,1,1
164,Markets,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,86,Businesses and markets,"Licences, permits and permissions",Businesses and markets,contains,616,Market stall rental,Live,Service,1,1
87,Social care and education,Discontinued,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,,,,,,0,0
91,Transport,Live,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,,,,,,1,0
166,Roads and streets,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,91,Transport,"Licences, permits and permissions",Transport,contains,785,Abnormal load notification,Live,Service,1,1
166,Roads and streets,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,91,Transport,"Licences, permits and permissions",Transport,contains,744,Highway projection licence,Live,Service,1,1
166,Roads and streets,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,91,Transport,"Licences, permits and permissions",Transport,contains,1295,Street works licence,Live,Service,1,1
166,Roads and streets,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,91,Transport,"Licences, permits and permissions",Transport,contains,843,Weighbridge operator licence,Live,Service,1,1
166,Roads and streets,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,91,Transport,"Licences, permits and permissions",Transport,contains,1705,Workplace parking levy,Live,Service,1,1
167,Taxi and private hire,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,91,Transport,"Licences, permits and permissions",Transport,contains,1729,Dual drivers licence,Live,Service,1,1
167,Taxi and private hire,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,91,Transport,"Licences, permits and permissions",Transport,contains,635,Hackney carriage (taxi) drivers licence,Live,Service,1,1
167,Taxi and private hire,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,91,Transport,"Licences, permits and permissions",Transport,contains,632,Hackney carriage (taxi) licence,Live,Service,1,1
167,Taxi and private hire,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,91,Transport,"Licences, permits and permissions",Transport,contains,634,Private hire drivers licence,Live,Service,1,1
167,Taxi and private hire,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,91,Transport,"Licences, permits and permissions",Transport,contains,636,Private hire operators licence,Live,Service,1,1
167,Taxi and private hire,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,91,Transport,"Licences, permits and permissions",Transport,contains,633,Private hire vehicle (minicab) licence,Live,Service,1,1
167,Taxi and private hire,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,91,Transport,"Licences, permits and permissions",Transport,contains,1126,Taxi fare setting,Live,Service,1,1
167,Taxi and private hire,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,91,Transport,"Licences, permits and permissions",Transport,contains,387,Voluntary sector transport licence,Live,Service,1,1
92,Utilites,Live,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,,,,,,1,0
99,Planning and building control,Live,,2013-04-03,2013-04-03,,Function,,,,,,,,,,1,0
100,Building control,Live,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,499,Building control,Live,Service,1,1
100,Building control,Live,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,1157,Building control enforcement,Live,Service,1,1
100,Building control,Live,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,1397,Domestic heating oil tanks,Live,Service,1,1
101,Development control,Live,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,1082,Advertisement control,Live,Service,1,1
101,Development control,Live,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,1797,Brownfield land register,Live,Service,1,1
101,Development control,Live,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,1711,Community infrastructure levy (CIL),Live,Service,1,1
101,Development control,Live,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,1736,Conservation area tree works notification,Live,Service,1,1
101,Development control,Live,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,608,Development control,Live,Service,1,1
101,Development control,Live,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,1158,Development control enforcement,Live,Service,1,1
101,Development control,Live,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,1734,Discharge of planning conditions,Live,Service,1,1
101,Development control,Live,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,1738,Environmental Impact Assessment screening,Live,Service,1,1
101,Development control,Live,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,487,Full planning applications,Live,Service,1,1
101,Development control,Live,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,672,Land charges search,Live,Service,1,1
101,Development control,Live,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,1712,Lawful Development Certificate existing use,Live,Service,1,1
101,Development control,Live,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,1732,Lawful Development Certificate proposed use,Live,Service,1,1
101,Development control,Live,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,1707,Local development order,Live,Service,1,1
101,Development control,Live,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,1709,Neighbourhood development order,Live,Service,1,1
101,Development control,Live,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,1730,Outline planning consent,Live,Service,1,1
101,Development control,Live,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,1057,Planning area search,Live,Service,1,1
101,Development control,Live,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,855,Planning consultation,Live,Service,1,1
101,Development control,Live,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,516,Planning decision notices,Live,Service,1,1
101,Development control,Live,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,1740,Planning minor material amendments,Live,Service,1,1
101,Development control,Live,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,1739,Planning non-material amendments,Live,Service,1,1
101,Development control,Live,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,1710,Planning obligations,Live,Service,1,1
101,Development control,Live,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,1737,Planning pre-application advice,Live,Service,1,1
101,Development control,Live,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,1731,Planning reserved matters,Live,Service,1,1
101,Development control,Live,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,1733,Prior notification of development,Live,Service,1,1
101,Development control,Live,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,1735,Removal/variation of planning conditions,Live,Service,1,1
101,Development control,Live,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,485,Residential planning applications,Live,Service,1,1
101,Development control,Live,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,1785,Self-build and custom build register,Live,Service,1,1
103,Planning policy,Live,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,668,Building and landscape design,Live,Service,1,1
103,Planning policy,Live,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,511,Conservation areas,Live,Service,1,1
103,Planning policy,Live,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,594,Land use proposals,Live,Service,1,1
103,Planning policy,Live,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,856,Local Development Framework,Live,Service,1,1
103,Planning policy,Live,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,494,Local plans,Live,Service,1,1
103,Planning policy,Live,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,674,Minerals local plan,Live,Service,1,1
103,Planning policy,Live,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,1708,Neighbourhood planning,Live,Service,1,1
103,Planning policy,Live,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,1825,Spatial development strategy,Live,Service,1,1
103,Planning policy,Live,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,599,Statutory development plans,Live,Service,1,1
103,Planning policy,Live,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,493,Transport policy,Live,Service,1,1
103,Planning policy,Live,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,675,Waste local plan,Live,Service,1,1
103,Planning policy,Live,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,contains,515,Zoning,Live,Service,1,1
170,Planning services,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,99,Planning and building control,Planning and building control,,contains,510,Allotments,Live,Service,1,1
170,Planning services,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,99,Planning and building control,Planning and building control,,contains,512,Conservation area planning,Live,Service,1,1
170,Planning services,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,99,Planning and building control,Planning and building control,,contains,600,Dangerous structures,Live,Service,1,1
170,Planning services,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,99,Planning and building control,Planning and building control,,contains,602,Demolition control,Live,Service,1,1
170,Planning services,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,99,Planning and building control,Planning and building control,,contains,603,Demolition enforcement,Live,Service,1,1
170,Planning services,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,99,Planning and building control,Planning and building control,,contains,128,Demolitions - property assessment,Live,Service,1,1
170,Planning services,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,99,Planning and building control,Planning and building control,,contains,684,Derelict properties,Live,Service,1,1
170,Planning services,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,99,Planning and building control,Planning and building control,,contains,477,Dropped kerbs,Live,Service,1,1
170,Planning services,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,99,Planning and building control,Planning and building control,,contains,1122,High hedges,Live,Service,1,1
170,Planning services,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,99,Planning and building control,Planning and building control,,contains,593,Land and property availability,Live,Service,1,1
170,Planning services,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,99,Planning and building control,Planning and building control,,contains,514,Listed building consent,Live,Service,1,1
170,Planning services,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,99,Planning and building control,Planning and building control,,contains,1060,Property enquiries certificates,Live,Service,1,1
170,Planning services,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,99,Planning and building control,Planning and building control,,contains,592,Property register,Live,Service,1,1
170,Planning services,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,99,Planning and building control,Planning and building control,,contains,1786,Register of land,Live,Service,1,1
170,Planning services,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,99,Planning and building control,Planning and building control,,contains,513,Street names and numbering,Live,Service,1,1
170,Planning services,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,99,Planning and building control,Planning and building control,,contains,505,Tree management,Live,Service,1,1
170,Planning services,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,99,Planning and building control,Planning and building control,,contains,508,Tree preservation orders,Live,Service,1,1
102,Heritage and landscape,Live,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,,,,,,1,0
104,Town centre management,Discontinued,,2013-04-03,2013-04-03,,Function,99,Planning and building control,Planning and building control,,,,,,,0,0
23,Schools and education,Live,,2013-03-04,2013-04-03,,Function,,,,,,,,,,1,0
24,Adult education and lifelong learning,Live,,2013-04-03,2013-04-03,,Function,23,Schools and education,Schools and education,,contains,27,Adult education and learning,Live,Service,1,1
24,Adult education and lifelong learning,Live,,2013-04-03,2013-04-03,,Function,23,Schools and education,Schools and education,,contains,453,Sports coaching,Live,Service,1,1
27,Higher education,Live,,2013-04-03,2013-04-03,,Function,23,Schools and education,Schools and education,,contains,1614,16 to 19 bursary fund,Live,Service,1,1
27,Higher education,Live,,2013-04-03,2013-04-03,,Function,23,Schools and education,Schools and education,,contains,1135,Education transport for 16-19 year olds,Live,Service,1,1
26,Educational support,Live,,2013-04-03,2013-04-03,,Function,23,Schools and education,Schools and education,,,,,,,1,0
134,Alternative education provision,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,26,Educational support,Schools and education,Educational support,contains,1765,Alternative provision of education,Live,Service,1,1
134,Alternative education provision,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,26,Educational support,Schools and education,Educational support,contains,1,Home schooling,Live,Service,1,1
134,Alternative education provision,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,26,Educational support,Schools and education,Educational support,contains,1766,Pupil referral unit,Live,Service,1,1
135,Health and welfare at school,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,26,Educational support,Schools and education,Educational support,contains,1090,Education in hospital,Live,Service,1,1
135,Health and welfare at school,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,26,Educational support,Schools and education,Educational support,contains,1507,Head lice,Live,Service,1,1
135,Health and welfare at school,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,26,Educational support,Schools and education,Educational support,contains,1761,Parenting contract,Live,Service,1,1
135,Health and welfare at school,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,26,Educational support,Schools and education,Educational support,contains,7,"Psychological, psychiatric or social work services in schools",Live,Service,1,1
135,Health and welfare at school,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,26,Educational support,Schools and education,Educational support,contains,35,School attendance and truancy,Live,Service,1,1
135,Health and welfare at school,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,26,Educational support,Schools and education,Educational support,contains,37,School catering,Live,Service,1,1
135,Health and welfare at school,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,26,Educational support,Schools and education,Educational support,contains,1459,School health and safety,Live,Service,1,1
135,Health and welfare at school,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,26,Educational support,Schools and education,Educational support,contains,889,School health promotion,Live,Service,1,1
135,Health and welfare at school,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,26,Educational support,Schools and education,Educational support,contains,890,School nursing,Live,Service,1,1
135,Health and welfare at school,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,26,Educational support,Schools and education,Educational support,contains,5,Supervised medication in school,Live,Service,1,1
135,Health and welfare at school,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,26,Educational support,Schools and education,Educational support,contains,736,Teenage pregnancy,Live,Service,1,1
136,Pupil development and support,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,26,Educational support,Schools and education,Educational support,contains,896,Behaviour development in schools,Live,Service,1,1
136,Pupil development and support,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,26,Educational support,Schools and education,Educational support,contains,895,Citizenship education,Live,Service,1,1
136,Pupil development and support,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,26,Educational support,Schools and education,Educational support,contains,6,Language and cultural support in school,Live,Service,1,1
136,Pupil development and support,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,26,Educational support,Schools and education,Educational support,contains,628,Learning mentors,Live,Service,1,1
136,Pupil development and support,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,26,Educational support,Schools and education,Educational support,contains,627,Mentoring schemes,Live,Service,1,1
136,Pupil development and support,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,26,Educational support,Schools and education,Educational support,contains,42,School book purchase schemes,Live,Service,1,1
136,Pupil development and support,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,26,Educational support,Schools and education,Educational support,contains,1089,School breakfast clubs,Live,Service,1,1
136,Pupil development and support,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,26,Educational support,Schools and education,Educational support,contains,891,School transport,Live,Service,1,1
136,Pupil development and support,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,26,Educational support,Schools and education,Educational support,contains,892,Support for gifted children,Live,Service,1,1
136,Pupil development and support,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,26,Educational support,Schools and education,Educational support,contains,1394,Support when leaving education,Live,Service,1,1
136,Pupil development and support,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,26,Educational support,Schools and education,Educational support,contains,894,Transition between schools,Live,Service,1,1
136,Pupil development and support,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,26,Educational support,Schools and education,Educational support,contains,737,Traveller children support,Live,Service,1,1
136,Pupil development and support,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,26,Educational support,Schools and education,Educational support,contains,52,Work experience placements,Live,Service,1,1
28,Schools,Live,,2013-04-03,2013-04-03,,Function,23,Schools and education,Schools and education,,,,,,,1,0
138,Curriculum and policy,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,28,Schools,Schools and education,Schools,contains,49,Education consultations,Live,Service,1,1
138,Curriculum and policy,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,28,Schools,Schools and education,Schools,contains,34,Exclusion of school pupils,Live,Service,1,1
138,Curriculum and policy,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,28,Schools,Schools and education,Schools,contains,1704,Home school agreement,Live,Service,1,1
138,Curriculum and policy,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,28,Schools,Schools and education,Schools,contains,1699,Local curriculum,Live,Service,1,1
138,Curriculum and policy,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,28,Schools,Schools and education,Schools,contains,1436,Permitted absence from school,Live,Service,1,1
138,Curriculum and policy,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,28,Schools,Schools and education,Schools,contains,31,School assessment  and performance,Live,Service,1,1
138,Curriculum and policy,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,28,Schools,Schools and education,Schools,contains,886,School bullying and harassment policy,Live,Service,1,1
138,Curriculum and policy,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,28,Schools,Schools and education,Schools,contains,1140,School closures,Live,Service,1,1
138,Curriculum and policy,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,28,Schools,Schools and education,Schools,contains,630,School complaints procedure,Live,Service,1,1
138,Curriculum and policy,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,28,Schools,Schools and education,Schools,contains,32,School curriculum,Live,Service,1,1
138,Curriculum and policy,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,28,Schools,Schools and education,Schools,contains,29,School governors,Live,Service,1,1
138,Curriculum and policy,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,28,Schools,Schools and education,Schools,contains,15,School pupil records,Live,Service,1,1
138,Curriculum and policy,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,28,Schools,Schools and education,Schools,contains,1767,School register of attendance,Live,Service,1,1
138,Curriculum and policy,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,28,Schools,Schools and education,Schools,contains,1454,School regulations and disciplinary procedures,Live,Service,1,1
138,Curriculum and policy,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,28,Schools,Schools and education,Schools,contains,1764,School session times,Live,Service,1,1
138,Curriculum and policy,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,28,Schools,Schools and education,Schools,contains,36,School term and holiday dates,Live,Service,1,1
138,Curriculum and policy,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,28,Schools,Schools and education,Schools,contains,33,Schools development plans,Live,Service,1,1
138,Curriculum and policy,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,28,Schools,Schools and education,Schools,contains,1773,Schools forum,Live,Service,1,1
138,Curriculum and policy,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,28,Schools,Schools and education,Schools,contains,1697,Standing advisory council on religious education (SACRE),Live,Service,1,1
138,Curriculum and policy,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,28,Schools,Schools and education,Schools,contains,1145,Young people's learning prospectus,Live,Service,1,1
139,Extra-curricular activities,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,28,Schools,Schools and education,Schools,contains,43,Book exhibitions,Live,Service,1,1
139,Extra-curricular activities,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,28,Schools,Schools and education,Schools,contains,897,Extended schools,Live,Service,1,1
139,Extra-curricular activities,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,28,Schools,Schools and education,Schools,contains,51,Instrumental tuition,Live,Service,1,1
139,Extra-curricular activities,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,28,Schools,Schools and education,Schools,contains,1050,Musical instrument hire,Live,Service,1,1
139,Extra-curricular activities,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,28,Schools,Schools and education,Schools,contains,704,Musical instruments assisted purchase,Live,Service,1,1
139,Extra-curricular activities,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,28,Schools,Schools and education,Schools,contains,47,School clubs and activities,Live,Service,1,1
139,Extra-curricular activities,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,28,Schools,Schools and education,Schools,contains,735,School visits,Live,Service,1,1
137,School admissions,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,28,Schools,Schools and education,Schools,contains,17,Local schools,Live,Service,1,1
137,School admissions,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,28,Schools,Schools and education,Schools,contains,13,Primary school places,Live,Service,1,1
137,School admissions,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,28,Schools,Schools and education,Schools,contains,705,School admission appeals,Live,Service,1,1
137,School admissions,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,28,Schools,Schools and education,Schools,contains,14,Secondary school places,Live,Service,1,1
105,Transport and highways,Live,,2013-04-03,2013-04-03,,Function,,,,,,,,,,1,0
106,Community transport,Live,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,280,Bus passes for disabled or older people,Live,Service,1,1
106,Community transport,Live,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,272,Community and accessible transport,Live,Service,1,1
106,Community transport,Live,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,901,Demand responsive transport,Live,Service,1,1
106,Community transport,Live,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,275,Disabled taxi card,Live,Service,1,1
106,Community transport,Live,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,276,Motability scheme,Live,Service,1,1
